subjectID,tractID,nodeID,rd,fa,cl,ad,md
subject_000,Right Thalamic Radiation,17,0.489836132612,0.392436217433,0.155616776001,0.88982751301,0.623166592745
subject_000,Right Thalamic Radiation,18,0.487724996395,0.394958178615,0.160392917751,0.894309482561,0.62325315845
subject_000,Right Thalamic Radiation,19,0.484384129148,0.404586436066,0.172333510767,0.912297675471,0.627021977922
subject_000,Right Thalamic Radiation,20,0.478728184855,0.419113060879,0.188408617642,0.93481305523,0.63075647498
subject_000,Right Thalamic Radiation,21,0.472025078175,0.431985892947,0.204156463164,0.952574662147,0.632208272833
subject_000,Right Thalamic Radiation,22,0.467473808501,0.438883244799,0.215161544848,0.962546700486,0.632498105829
subject_000,Right Thalamic Radiation,23,0.465915791449,0.440047653074,0.221206415704,0.966703852852,0.63284514525
subject_000,Right Thalamic Radiation,24,0.466979917157,0.437038310263,0.223705471111,0.96741496769,0.633791600668
subject_000,Right Thalamic Radiation,25,0.470550695034,0.431673234888,0.22400311584,0.967656860198,0.636252750089
subject_000,Right Thalamic Radiation,26,0.475687703025,0.425266052305,0.223269227858,0.968150651352,0.639842019134
subject_000,Right Thalamic Radiation,27,0.480815518672,0.419761390092,0.222482332603,0.969377477865,0.64366950507
subject_000,Right Thalamic Radiation,28,0.485869148716,0.414076939996,0.220727190483,0.96980238432,0.647180227251
subject_000,Right Thalamic Radiation,29,0.491497187429,0.405685313516,0.215853108357,0.965828597573,0.649607657477
subject_000,Right Thalamic Radiation,30,0.496996916837,0.396745771674,0.209989627305,0.960256024736,0.65141661947
subject_000,Right Thalamic Radiation,31,0.501183509477,0.390800714326,0.205463248123,0.957074674465,0.653147231139
subject_000,Right Thalamic Radiation,32,0.503512887614,0.388215858874,0.203043067302,0.956397640839,0.654474472022
subject_000,Right Thalamic Radiation,33,0.50442518497,0.386707387896,0.201495533008,0.955231347023,0.654693905655
subject_000,Right Thalamic Radiation,34,0.504480673158,0.386336152728,0.200977967066,0.954348644238,0.654436663518
subject_000,Right Thalamic Radiation,35,0.504504530264,0.385866539714,0.200332039517,0.953296949003,0.654102003177
subject_000,Right Thalamic Radiation,36,0.504755699227,0.38463243345,0.198753953281,0.950710845405,0.65340741462
subject_000,Right Thalamic Radiation,37,0.504827288357,0.384491346472,0.198315915165,0.950209847845,0.65328814152
subject_000,Right Thalamic Radiation,38,0.504190262498,0.386668729801,0.200372692361,0.953431664616,0.653937396538
subject_000,Right Thalamic Radiation,39,0.503205502324,0.390783980437,0.20351719072,0.95911732242,0.655176109023
subject_000,Right Thalamic Radiation,40,0.500067378705,0.397249377266,0.208522869209,0.965536529648,0.655223762353
subject_000,Right Thalamic Radiation,41,0.494577980835,0.40525259977,0.21546954359,0.970582031776,0.653245997815
